,sentence,prediction,gold
2150,[CLS] truly a moment that speaks for itself. [SEP] speaks [SEP],"['C-V', 'C-V', 'ARGM-TMP', 'ARGM-CXN', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', 'ARG0', 'R-ARG0', 'V', '_', 'ARGM-PRP', '_', '_']"
2151,[CLS] visit capt. spastic's joke list for all the information and options : < > [SEP] visit [SEP],"['_', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['V', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', 'ARGM-PRP', '_', '_', '_', '_', '_', '_']"
2152,[CLS] capt. spastic's demented world is located at : < > [SEP] is [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_']"
2153,[CLS] capt. spastic's demented world is located at : < > [SEP] located [SEP],"['ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'V', 'ARGM-LOC', '_', '_', '_', '_']"
2154,[CLS] $ 5250 deposited directly to your paypal account! [SEP] deposited [SEP],"['ARGM-LVB', 'C-V', 'ARGM-LVB', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['ARG1', '_', '_', 'V', 'ARGM-MNR', '_', '_', '_', '_', 'ARG2', '_', '_']"
2155,[CLS] try our ultimate program that will generate a blast of $ 10 and $ 8 payments deposited directly to your paypal account. [SEP] try [SEP],"['_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2156,[CLS] try our ultimate program that will generate a blast of $ 10 and $ 8 payments deposited directly to your paypal account. [SEP] generate [SEP],"['C-V', 'C-V', 'C-V', 'ARGM-TMP', 'ARGM-CXN', 'ARGM-REC', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'ARG0', 'R-ARG0', 'ARGM-MOD', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2157,[CLS] try our ultimate program that will generate a blast of $ 10 and $ 8 payments deposited directly to your paypal account. [SEP] blast [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2158,[CLS] try our ultimate program that will generate a blast of $ 10 and $ 8 payments deposited directly to your paypal account. [SEP] payments [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', 'ARGM-PRD', '_', '_', '_', '_', '_', '_', '_', '_']"
2159,[CLS] try our ultimate program that will generate a blast of $ 10 and $ 8 payments deposited directly to your paypal account. [SEP] deposited [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-MNR', '_', '_', '_', '_', 'ARG2', '_', '_']"
2160,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] have [SEP],"['C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2161,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] do [SEP],"['C-V', 'ARGM-TMP', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', 'ARG0', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2162,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] is [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', '_', '_', '_', '_', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2163,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] become [SEP],"['ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_']"
2164,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] watch [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_']"
2165,[CLS] all you have to do is become a member and watch your earnings grow! [SEP] grow [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', '_', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_', '_']"
2166,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] thank [SEP]","['_', 'ARGM-LVB', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['V', 'ARG1', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2167,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] helping [SEP]","['C-V', 'C-V', 'C-V', '_', 'ARGM-LVB', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'V', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2168,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] sell [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2169,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] let [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-ARG1', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_', 'ARG1', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2170,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] know [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_']"
2171,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] is [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2', '_', '_', '_', '_', 'ARGM-LOC', '_', '_']"
2172,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] available [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARGM-PRP', '_', '_', 'ARGM-LOC', '_', '_']"
2173,"[CLS] thank you for helping us to sell out of our first issue, now let your friends and local news organizations know that a delicious reprint, with a hot spanking new cover by greg mannino, is available for order on our website. [SEP] order [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_']"
2174,[CLS] share the love! [SEP] share [SEP],"['_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V']","['V', '_', 'ARG1', '_', '_']"
2175,[CLS] share the love! [SEP] love [SEP],"['C-V', 'C-V', '_', 'C-V', 'C-V']","['_', '_', 'V', '_', '_']"
2176,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] end [SEP]","['C-V', '_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2177,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] is [SEP]","['C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'ARG1', '_', '_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2178,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] compiling [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2179,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] has [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2180,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] been [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', 'ARG1', '_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_']"
2181,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] closer [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-ARG1', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARGM-TMP', 'V', '_', 'ARG2', '_', '_', 'ARGM-CXN', '_', '_']"
2182,"[CLS] the end of the year is a time for compiling statistics - and according to the world conservation union ( iucn ), the year 2003 has been bad news for plants and non - human animals, with many species now closer to extinction than ever before. [SEP] extinction [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_']"
2183,[CLS] just to let you all know matt has confirmed the booking for 3rd dec i s ok. [SEP] let [SEP],"['R-ARGM-COM', 'C-V', '_', 'ARGM-LVB', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARGM-ADV', '_', 'V', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2184,[CLS] just to let you all know matt has confirmed the booking for 3rd dec i s ok. [SEP] know [SEP],"['C-V', 'C-V', 'C-V', 'ARGM-TMP', 'ARGM-TMP', '_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2185,[CLS] just to let you all know matt has confirmed the booking for 3rd dec i s ok. [SEP] has [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2186,[CLS] just to let you all know matt has confirmed the booking for 3rd dec i s ok. [SEP] confirmed [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', 'ARGM-ADV', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_']"
2187,[CLS] just to let you all know matt has confirmed the booking for 3rd dec i s ok. [SEP] s [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', '_', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', 'ARG2', '_', '_']"
2188,[CLS] he has also had to pay the £ 15 each up front so woul d be grateful if you could get the cash to him as soon as poss ible. [SEP] has [SEP],"['C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2189,[CLS] he has also had to pay the £ 15 each up front so woul d be grateful if you could get the cash to him as soon as poss ible. [SEP] had [SEP],"['C-V', 'C-V', 'R-ARGM-COM', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
