,sentence,prediction,gold
2676,"[CLS] nasa is looking to private companies to launch both supplies and astronauts to the international space station, it announced this week. [SEP] both supplies and [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2677,"[CLS] nasa is looking to private companies to launch both supplies and astronauts to the international space station, it announced this week. [SEP] it announced this [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARGM-TMP', '_', 'ARG0', 'V', '_']","['_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARGM-TMP', '_', 'ARG0', 'V', '_']"
2678,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] it's not [SEP]","['_', 'ARG1', 'V', 'V', 'ARGM-NEG', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'V', 'ARGM-NEG']","['_', '_', 'V', 'V', 'ARGM-NEG', '_', '_', 'ARG2', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', 'ARGM-NEG']"
2679,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] - effective doing [SEP]","['_', 'ARG0', '_', '_', 'ARGM-NEG', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', 'ARGM-NEG', 'ARGM-MNR', '_', 'V', 'ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG0']"
2680,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] effective doing station [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2681,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] station flights while [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-DIR', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-DIR', 'V', '_']"
2682,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] time focusing on [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_']"
2683,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] on getting back [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2']"
2684,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] "" says brett [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG0']"
2685,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] companies hoping to [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
2686,"[CLS] "" it's not cost - effective doing station flights while at the same time focusing on getting back to the moon, "" says brett alexander, vice - president of transformational space, one of the companies hoping to launch astronauts to the iss. [SEP] to launch astronauts [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', 'ARG1', '_', '_', 'ARG2', '_', '_', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', 'ARGM-DIR', '_', '_', 'V', 'ARG1']"
2687,"[CLS] nasa intends upon retiring the space shuttles in 2010, which only leaves it with 18 flights towards the iss. [SEP] nasa intends upon [SEP]","['ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
2688,"[CLS] nasa intends upon retiring the space shuttles in 2010, which only leaves it with 18 flights towards the iss. [SEP] upon retiring the [SEP]","['ARG0', '_', '_', 'V', '_', '_', 'ARG1', 'ARG1', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', 'V', '_', '_', 'ARG1', 'ARG1', '_', 'ARGM-TMP', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2689,"[CLS] nasa intends upon retiring the space shuttles in 2010, which only leaves it with 18 flights towards the iss. [SEP] only leaves it [SEP]","['ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'ARGM-ADV', 'V', 'ARG1', '_', '_', 'ARG1', '_', '_', '_', '_', 'ARGM-ADV', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'ARGM-ADV', 'V', 'ARG1', '_', '_', 'ARG1', '_', '_', '_', '_', 'ARGM-ADV', 'V', 'ARG1']"
2690,"[CLS] nasa intends upon retiring the space shuttles in 2010, which only leaves it with 18 flights towards the iss. [SEP] 18 flights towards [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARGM-DIR', '_', '_', 'V', '_']"
2691,"[CLS] outsourcing these responsibilities would be a wise alternative, considering the accomplishments of the private sector regarding the space elevator. [SEP] _ outsourcing these [SEP]","['V', 'V', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', 'V', '_']","['V', 'V', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', 'V', '_']"
2692,"[CLS] outsourcing these responsibilities would be a wise alternative, considering the accomplishments of the private sector regarding the space elevator. [SEP] would be a [SEP]","['ARG1', 'ARG1', '_', '_', '_', 'ARGM-MOD', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']","['ARG1', 'ARG1', 'ARG1', '_', '_', 'ARGM-MOD', 'V', '_', '_', 'ARG2', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']"
2693,"[CLS] outsourcing these responsibilities would be a wise alternative, considering the accomplishments of the private sector regarding the space elevator. [SEP], considering the [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2694,"[CLS] although some may praise this as an opportunity for the private sector to finally serve the public good, nasa seems hesitant about turning over the reigns to the corporate world. [SEP] may praise this [SEP]","['_', 'ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']","['_', 'ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']"
2695,"[CLS] although some may praise this as an opportunity for the private sector to finally serve the public good, nasa seems hesitant about turning over the reigns to the corporate world. [SEP] finally serve the [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'ARGM-TMP', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'ARGM-TMP', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_']"
2696,"[CLS] although some may praise this as an opportunity for the private sector to finally serve the public good, nasa seems hesitant about turning over the reigns to the corporate world. [SEP] nasa seems hesitant [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARG2']","['_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'C-ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'C-ARG1']"
2697,"[CLS] although some may praise this as an opportunity for the private sector to finally serve the public good, nasa seems hesitant about turning over the reigns to the corporate world. [SEP] seems hesitant about [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2698,"[CLS] although some may praise this as an opportunity for the private sector to finally serve the public good, nasa seems hesitant about turning over the reigns to the corporate world. [SEP] about turning over [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', 'ARG2', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', 'ARG2', '_', '_', 'V', '_']"
2699,"[CLS] on 3 november, nasa administrator michael griffin told the us house science committee that the agency expects to invest about $ 500 million in the commercial cargo and crew project over five years. [SEP] griffin told the [SEP]","['_', '_', 'ARGM-TMP', '_', '_', 'ARG0', 'ARG0', '_', 'V', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', 'ARGM-TMP', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', 'ARG2', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2700,"[CLS] on 3 november, nasa administrator michael griffin told the us house science committee that the agency expects to invest about $ 500 million in the commercial cargo and crew project over five years. [SEP] agency expects to [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
2701,"[CLS] on 3 november, nasa administrator michael griffin told the us house science committee that the agency expects to invest about $ 500 million in the commercial cargo and crew project over five years. [SEP] to invest about [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG2', '_', '_', 'ARGM-TMP', '_', '_', 'V', '_']"
2702,"[CLS] "" that kind of a financial incentive [... ] will be sufficient to allow substantial providers to emerge, "" griffin said. [SEP] will be sufficient [SEP]","['_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG2']","['_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG2']"
2703,"[CLS] "" that kind of a financial incentive [... ] will be sufficient to allow substantial providers to emerge, "" griffin said. [SEP] to allow substantial [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', 'V', '_']"
2704,"[CLS] "" that kind of a financial incentive [... ] will be sufficient to allow substantial providers to emerge, "" griffin said. [SEP] to emerge, [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_']"
2705,"[CLS] "" that kind of a financial incentive [... ] will be sufficient to allow substantial providers to emerge, "" griffin said. [SEP] griffin said. [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG0', 'V', '_']"
2706,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] i hope that [SEP]","['_', 'ARG0', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', 'ARG0', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
2707,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] if put to [SEP]","['_', '_', '_', '_', 'ARG1', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2708,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] the test, [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2709,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] can do better [SEP]","['_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']","['_', '_', '_', '_', 'ARG0', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARGM-MNR', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARGM-MNR']"
2710,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] i do not [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
2711,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] not expect it [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'ARGM-NEG', 'V', 'ARG1', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'ARGM-NEG', 'V', 'ARG1', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', 'ARG1']"
2712,"[CLS] "" i hope that industry, if put to the test, can do better [ than the government ], but i do not expect it, "" griffin added. [SEP] griffin added. [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG0', 'V', '_']","['_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', 'ARG0', 'V', '_']"
2713,[CLS] only time will reveal whether griffin's expectations are either exceeded or confirmed. [SEP] will reveal whether [SEP],"['_', 'ARG0', 'ARGM-MOD', 'V', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', 'ARGM-MOD', 'V', '_']","['_', 'ARG0', 'ARGM-MOD', 'V', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', 'ARGM-MOD', 'V', '_']"
2714,[CLS] only time will reveal whether griffin's expectations are either exceeded or confirmed. [SEP]'s expectations are [SEP],"['_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', 'ARG0', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2715,[CLS] only time will reveal whether griffin's expectations are either exceeded or confirmed. [SEP] expectations are either [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', 'V', '_']"
2716,[CLS] only time will reveal whether griffin's expectations are either exceeded or confirmed. [SEP] either exceeded or [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', 'V', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', 'V', '_', '_', '_', '_', 'V', '_']"
2717,[CLS] only time will reveal whether griffin's expectations are either exceeded or confirmed. [SEP] or confirmed. [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', 'V', '_', '_', 'V', '_']"
2718,"[CLS] but seeing how the private sector has been able to successfully transport civilians to the iss ( at about a fifth of the cost ), it would come to no surprise if corporate america was able to out perform their bureaucratic friends in government. [SEP] but seeing how [SEP]","['_', 'V', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', 'V', '_', '_', '_', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
2719,"[CLS] but seeing how the private sector has been able to successfully transport civilians to the iss ( at about a fifth of the cost ), it would come to no surprise if corporate america was able to out perform their bureaucratic friends in government. [SEP] sector has been [SEP]","['_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
